Date,Open,High,Low,Close,Volume
2025-02-21,140.0399932861328,141.4600067138672,134.02999877929688,134.42999267578125,227352400
2025-02-20,140.02999877929688,140.66000366210938,136.7899932861328,140.11000061035156,143903600
2025-02-19,139.50999450683594,141.36000061035156,137.22000122070312,139.22999572753906,167536000
2025-02-18,141.27000427246094,143.44000244140625,137.92999267578125,139.39999389648438,219176600
2025-02-14,136.47999572753906,139.25,135.5,138.85000610351562,195479600
2025-02-13,131.55999755859375,136.5,131.1699981689453,135.2899932861328,197430000
2025-02-12,130.02000427246094,132.24000549316406,129.0800018310547,131.13999938964844,160278600
2025-02-11,132.5800018310547,134.47999572753906,131.02000427246094,132.8000030517578,178902400
2025-02-10,130.08999633789062,135.0,129.9600067138672,133.57000732421875,216989100
2025-02-07,129.22000122070312,130.3699951171875,125.0,129.83999633789062,228186300
2025-02-06,127.41999816894531,128.77000427246094,125.20999908447266,128.67999267578125,251483600
2025-02-05,121.76000213623047,125.0,120.76000213623047,124.83000183105469,262230800
2025-02-04,116.95999908447266,121.19999694824219,116.69999694824219,118.6500015258789,256550000
2025-02-03,114.75,118.56999969482422,113.01000213623047,116.66000366210938,371235700
2025-01-31,123.77999877929688,127.8499984741211,119.19000244140625,120.06999969482422,390372900
2025-01-30,123.0999984741211,125.0,118.0999984741211,124.6500015258789,392925500
2025-01-29,126.5,126.88999938964844,120.05000305175781,123.69999694824219,467120600
2025-01-28,121.80999755859375,129.0,116.25,128.99000549316406,579666400
2025-01-27,124.80000305175781,128.39999389648438,116.69999694824219,118.41999816894531,818830900
2025-01-24,148.3699951171875,148.97000122070312,141.8800048828125,142.6199951171875,234657600
2025-01-23,145.0500030517578,147.22999572753906,143.72000122070312,147.22000122070312,155915500
2025-01-22,144.66000366210938,147.7899932861328,143.6699981689453,147.07000732421875,237651400
2025-01-21,139.16000366210938,141.8300018310547,137.08999633789062,140.8300018310547,197749000
2025-01-17,136.69000244140625,138.5,135.4600067138672,137.7100067138672,201188800
2025-01-16,138.63999938964844,138.75,133.49000549316406,133.57000732421875,209235600
2025-01-15,133.64999389648438,136.4499969482422,131.2899932861328,136.24000549316406,185217300
2025-01-14,136.0500030517578,136.3800048828125,130.0500030517578,131.75999450683594,195590500
2025-01-13,129.99000549316406,133.49000549316406,129.50999450683594,133.22999572753906,204808900
2025-01-10,137.4499969482422,139.9199981689453,134.22000122070312,135.91000366210938,207602500
2025-01-08,142.5800018310547,143.9499969482422,137.55999755859375,140.11000061035156,227349900
2025-01-07,153.02999877929688,153.1300048828125,140.00999450683594,140.13999938964844,351782200
2025-01-06,148.58999633789062,152.16000366210938,147.82000732421875,149.42999267578125,265377400
2025-01-03,140.00999450683594,144.89999389648438,139.72999572753906,144.47000122070312,229322500
2025-01-02,136.0,138.8800048828125,134.6300048828125,138.30999755859375,198247200
2024-12-31,138.02999877929688,138.07000732421875,133.8300018310547,134.2899932861328,155659200
2024-12-30,134.8300018310547,140.27000427246094,134.02000427246094,137.49000549316406,167734700
2024-12-27,138.5500030517578,139.02000427246094,134.7100067138672,137.00999450683594,170582600
2024-12-26,139.6999969482422,140.85000610351562,137.72999572753906,139.92999267578125,116205600
2024-12-24,140.0,141.89999389648438,138.64999389648438,140.22000122070312,105157000
2024-12-23,136.27999877929688,139.7899932861328,135.1199951171875,139.6699981689453,176053500
2024-12-20,129.80999755859375,135.27999877929688,128.22000122070312,134.6999969482422,306528600
2024-12-19,131.75999450683594,134.02999877929688,129.5500030517578,130.67999267578125,209719200
2024-12-18,133.86000061035156,136.6999969482422,128.27999877929688,128.91000366210938,277444500
2024-12-17,129.08999633789062,131.58999633789062,126.86000061035156,130.38999938964844,259410300
2024-12-16,134.17999267578125,134.39999389648438,130.4199981689453,132.0,237951100
2024-12-13,138.94000244140625,139.60000610351562,132.5399932861328,134.25,231514900
2024-12-12,137.0800018310547,138.44000244140625,135.8000030517578,137.33999633789062,159211400
2024-12-11,137.36000061035156,140.1699981689453,135.2100067138672,139.30999755859375,184905200
2024-12-10,139.00999450683594,141.82000732421875,133.7899932861328,135.07000732421875,210020900
2024-12-09,138.97000122070312,139.9499969482422,137.1300048828125,138.80999755859375,189308600
2024-12-06,144.60000610351562,145.6999969482422,141.30999755859375,142.44000244140625,188505600
2024-12-05,145.11000061035156,146.5399932861328,143.9499969482422,145.05999755859375,172621200
